"Ticket";"Open_Date_Time";"Open_Day";"Open_Time";"Type";"Size";"Item";"Price";"Stop_Loss";"Take_Profit";"Close_Date_Time";"Close_Day";"Close_Time";"Price";"Commission";"Taxes";"Swap";"Profit"
21173049;"2022.09.27 18:19:51";27.09.2022;"18:19:51";"sell";0,03;".de40cash";12.210,20;0,00;0,00;"2022.09.27 18:21:09";27.09.2022;"18:21:09";12.200,00;"0.00";"0.00";0,00;0,31
21173963;"2022.09.27 18:30:00";27.09.2022;"18:30:00";"sell";0,03;".de40cash";12.136,60;0,00;0,00;"2022.09.27 18:30:38";27.09.2022;"18:30:38";12.130,70;"0.00";"0.00";0,00;0,18
21196525;"2022.09.28 09:13:15";28.09.2022;"09:13:15";"sell";0,03;".de40cash";12.040,70;0,00;0,00;"2022.09.28 09:14:35";28.09.2022;"09:14:35";12.034,90;"0.00";"0.00";0,00;0,17
21197661;"2022.09.28 09:27:55";28.09.2022;"09:27:55";"sell";0,03;".de40cash";12.048,40;0,00;0,00;"2022.09.28 09:28:07";28.09.2022;"09:28:07";12.044,50;"0.00";"0.00";0,00;0,12
21198004;"2022.09.28 09:29:32";28.09.2022;"09:29:32";"buy";0,03;".de40cash";12.038,40;0,00;0,00;"2022.09.28 10:05:04";28.09.2022;"10:05:04";12.037,70;"0.00";"0.00";0,00;-0,02
21198457;"2022.09.28 09:34:16";28.09.2022;"09:34:16";"buy";0,03;".de40cash";12.026,70;0,00;0,00;"2022.09.28 10:05:01";28.09.2022;"10:05:01";12.046,70;"0.00";"0.00";0,00;0,60
21199430;"2022.09.28 09:45:14";28.09.2022;"09:45:14";"buy";0,03;".de40cash";12.013,90;0,00;0,00;"2022.09.28 10:04:57";28.09.2022;"10:04:57";12.042,00;"0.00";"0.00";0,00;0,84
21201032;"2022.09.28 09:59:42";28.09.2022;"09:59:42";"buy";0,04;".de40cash";11.973,40;0,00;0,00;"2022.09.28 10:02:04";28.09.2022;"10:02:04";12.012,60;"0.00";"0.00";0,00;1,57
21202117;"2022.09.28 10:05:23";28.09.2022;"10:05:23";"sell";0,03;".de40cash";12.039,80;0,00;0,00;"2022.09.28 10:05:42";28.09.2022;"10:05:42";12.028,40;"0.00";"0.00";0,00;0,34
21204010;"2022.09.28 10:14:16";28.09.2022;"10:14:16";"sell";0,03;".de40cash";11.934,00;0,00;0,00;"2022.09.28 10:14:43";28.09.2022;"10:14:43";11.930,40;"0.00";"0.00";0,00;0,11
21205268;"2022.09.28 10:21:45";28.09.2022;"10:21:45";"buy";0,03;".de40cash";11.964,90;0,00;0,00;"2022.09.28 10:22:23";28.09.2022;"10:22:23";11.949,70;"0.00";"0.00";0,00;-0,46
21205801;"2022.09.28 10:24:24";28.09.2022;"10:24:24";"sell";0,03;".de40cash";11.917,20;0,00;0,00;"2022.09.28 11:32:19";28.09.2022;"11:32:19";11.930,50;"0.00";"0.00";0,00;-0,40
21206665;"2022.09.28 10:25:46";28.09.2022;"10:25:46";"sell";0,03;".de40cash";11.915,20;0,00;0,00;"2022.09.28 11:32:20";28.09.2022;"11:32:20";11.932,50;"0.00";"0.00";0,00;-0,52
21207097;"2022.09.28 10:26:24";28.09.2022;"10:26:24";"sell";0,03;".de40cash";11.924,70;0,00;0,00;"2022.09.28 11:32:22";28.09.2022;"11:32:22";11.931,80;"0.00";"0.00";0,00;-0,21
21208214;"2022.09.28 10:33:22";28.09.2022;"10:33:22";"sell";0,07;".de40cash";11.929,40;0,00;0,00;"2022.09.28 10:33:58";28.09.2022;"10:33:58";11.939,40;"0.00";"0.00";0,00;-0,70
21208802;"2022.09.28 10:40:10";28.09.2022;"10:40:10";"sell";0,03;".de40cash";11.946,00;0,00;0,00;"2022.09.28 11:28:21";28.09.2022;"11:28:21";11.943,10;"0.00";"0.00";0,00;0,09
21209219;"2022.09.28 10:43:42";28.09.2022;"10:43:42";"sell";0,05;".de40cash";11.949,70;0,00;0,00;"2022.09.28 10:44:22";28.09.2022;"10:44:22";11.960,10;"0.00";"0.00";0,00;-0,52
21209574;"2022.09.28 10:44:43";28.09.2022;"10:44:43";"sell";0,03;".de40cash";11.965,70;0,00;0,00;"2022.09.28 11:28:20";28.09.2022;"11:28:20";11.943,60;"0.00";"0.00";0,00;0,66
21210229;"2022.09.28 10:52:12";28.09.2022;"10:52:12";"sell";0,07;".de40cash";11.985,00;0,00;0,00;"2022.09.28 11:28:17";28.09.2022;"11:28:17";11.943,70;"0.00";"0.00";0,00;2,89
21212377;"2022.09.28 11:22:10";28.09.2022;"11:22:10";"sell";0,07;".de40cash";11.994,20;0,00;0,00;"2022.09.28 11:27:53";28.09.2022;"11:27:53";11.955,40;"0.00";"0.00";0,00;2,72
21213020;"2022.09.28 11:28:59";28.09.2022;"11:28:59";"buy";0,03;".de40cash";11.936,60;0,00;0,00;"2022.09.28 11:29:04";28.09.2022;"11:29:04";11.940,40;"0.00";"0.00";0,00;0,11
21213644;"2022.09.28 11:31:09";28.09.2022;"11:31:09";"sell";0,03;".de40cash";11.936,50;0,00;0,00;"2022.09.28 11:31:28";28.09.2022;"11:31:28";11.933,10;"0.00";"0.00";0,00;0,10
21214872;"2022.09.28 11:56:42";28.09.2022;"11:56:42";"sell";0,03;".de40cash";11.978,90;0,00;0,00;"2022.09.28 11:56:56";28.09.2022;"11:56:56";11.974,00;"0.00";"0.00";0,00;0,15
21216050;"2022.09.28 12:08:18";28.09.2022;"12:08:18";"sell";0,03;".de40cash";11.911,80;0,00;0,00;"2022.09.28 12:09:07";28.09.2022;"12:09:07";11.904,20;"0.00";"0.00";0,00;0,23
21216684;"2022.09.28 12:11:50";28.09.2022;"12:11:50";"sell";0,03;".de40cash";11.900,10;0,00;0,00;"2022.09.28 12:12:20";28.09.2022;"12:12:20";11.897,90;"0.00";"0.00";0,00;0,07
21217047;"2022.09.28 12:12:55";28.09.2022;"12:12:55";"sell";0,03;".de40cash";11.905,90;0,00;0,00;"2022.09.28 12:13:00";28.09.2022;"12:13:00";11.898,60;"0.00";"0.00";0,00;0,22
21218367;"2022.09.28 12:30:11";28.09.2022;"12:30:11";"buy";0,03;".de40cash";11.882,40;0,00;0,00;"2022.09.28 12:31:04";28.09.2022;"12:31:04";11.886,90;"0.00";"0.00";0,00;0,14
21219025;"2022.09.28 12:41:10";28.09.2022;"12:41:10";"sell";0,03;".de40cash";11.893,90;0,00;0,00;"2022.09.28 12:41:16";28.09.2022;"12:41:16";11.891,70;"0.00";"0.00";0,00;0,07
21221328;"2022.09.28 13:09:02";28.09.2022;"13:09:02";"sell";0,03;".de40cash";11.948,40;0,00;0,00;"2022.09.28 14:06:12";28.09.2022;"14:06:12";12.002,60;"0.00";"0.00";0,00;-1,63
21221727;"2022.09.28 13:09:45";28.09.2022;"13:09:45";"sell";0,03;".de40cash";11.975,80;0,00;0,00;"2022.09.28 14:06:09";28.09.2022;"14:06:09";12.005,10;"0.00";"0.00";0,00;-0,88
21222337;"2022.09.28 13:12:23";28.09.2022;"13:12:23";"sell";0,03;".de40cash";12.005,40;0,00;0,00;"2022.09.28 14:05:59";28.09.2022;"14:05:59";12.002,60;"0.00";"0.00";0,00;0,08
21223051;"2022.09.28 13:16:58";28.09.2022;"13:16:58";"sell";0,03;".de40cash";12.037,90;0,00;0,00;"2022.09.28 14:00:31";28.09.2022;"14:00:31";12.030,10;"0.00";"0.00";0,00;0,23
21223717;"2022.09.28 13:20:20";28.09.2022;"13:20:20";"sell";0,03;".de40cash";12.080,00;0,00;0,00;"2022.09.28 14:02:26";28.09.2022;"14:02:26";12.027,10;"0.00";"0.00";0,00;1,59
21226042;"2022.09.28 13:40:12";28.09.2022;"13:40:12";"sell";0,07;".de40cash";12.102,90;0,00;0,00;"2022.09.28 13:59:27";28.09.2022;"13:59:27";12.036,60;"0.00";"0.00";0,00;4,64
21232280;"2022.09.28 15:23:31";28.09.2022;"15:23:31";"sell";0,03;".de40cash";12.014,70;0,00;0,00;"2022.09.28 15:27:52";28.09.2022;"15:27:52";12.007,40;"0.00";"0.00";0,00;0,22
21235640;"2022.09.28 16:12:38";28.09.2022;"16:12:38";"sell";0,03;".de40cash";12.050,40;0,00;0,00;"2022.09.28 16:33:07";28.09.2022;"16:33:07";12.066,70;"0.00";"0.00";0,00;-0,49
21236217;"2022.09.28 16:17:09";28.09.2022;"16:17:09";"sell";0,03;".de40cash";12.091,10;0,00;0,00;"2022.09.28 16:30:18";28.09.2022;"16:30:18";12.074,10;"0.00";"0.00";0,00;0,51
21237160;"2022.09.28 16:25:37";28.09.2022;"16:25:37";"sell";0,06;".de40cash";12.095,90;0,00;0,00;"2022.09.28 16:30:15";28.09.2022;"16:30:15";12.075,80;"0.00";"0.00";0,00;1,21
21273183;"2022.09.29 10:15:14";29.09.2022;"10:15:14";"sell";0,03;".de40cash";12.054,80;0,00;0,00;"2022.09.29 10:22:33";29.09.2022;"10:22:33";11.987,50;"0.00";"0.00";0,00;2,02
21273984;"2022.09.29 10:23:06";29.09.2022;"10:23:06";"sell";0,03;".de40cash";11.996,80;0,00;0,00;"2022.09.29 10:23:17";29.09.2022;"10:23:17";11.988,40;"0.00";"0.00";0,00;0,25
21274403;"2022.09.29 10:25:19";29.09.2022;"10:25:19";"sell";0,03;".de40cash";12.000,70;0,00;0,00;"2022.09.29 10:25:56";29.09.2022;"10:25:56";11.998,00;"0.00";"0.00";0,00;0,08
21274888;"2022.09.29 10:28:53";29.09.2022;"10:28:53";"sell";0,03;".de40cash";11.994,30;0,00;0,00;"2022.09.29 10:31:00";29.09.2022;"10:31:00";11.980,00;"0.00";"0.00";0,00;0,43
21275219;"2022.09.29 10:29:17";29.09.2022;"10:29:17";"sell";0,03;".de40cash";11.997,30;0,00;0,00;"2022.09.29 10:31:00";29.09.2022;"10:31:00";11.980,00;"0.00";"0.00";0,00;0,52
21279645;"2022.09.29 12:03:45";29.09.2022;"12:03:45";"sell";0,03;".de40cash";11.995,80;0,00;0,00;"2022.09.29 12:37:49";29.09.2022;"12:37:49";12.055,00;"0.00";"0.00";0,00;-1,78
21280124;"2022.09.29 12:08:50";29.09.2022;"12:08:50";"sell";0,03;".de40cash";12.025,30;0,00;0,00;"2022.09.29 12:37:46";29.09.2022;"12:37:46";12.054,00;"0.00";"0.00";0,00;-0,86
21281459;"2022.09.29 12:30:14";29.09.2022;"12:30:14";"sell";0,03;".de40cash";12.036,30;0,00;0,00;"2022.09.29 12:35:44";29.09.2022;"12:35:44";12.050,00;"0.00";"0.00";0,00;-0,41
21282066;"2022.09.29 12:38:01";29.09.2022;"12:38:01";"buy";0,03;".de40cash";12.050,40;0,00;0,00;"2022.09.29 14:13:17";29.09.2022;"14:13:17";12.043,80;"0.00";"0.00";0,00;-0,20
21282391;"2022.09.29 12:38:21";29.09.2022;"12:38:21";"buy";0,03;".de40cash";12.054,20;0,00;0,00;"2022.09.29 14:13:14";29.09.2022;"14:13:14";12.043,90;"0.00";"0.00";0,00;-0,31
21284038;"2022.09.29 13:00:28";29.09.2022;"13:00:28";"buy";0,07;".de40cash";12.041,90;0,00;0,00;"2022.09.29 13:56:57";29.09.2022;"13:56:57";12.049,80;"0.00";"0.00";0,00;0,55
21284459;"2022.09.29 13:02:41";29.09.2022;"13:02:41";"buy";0,07;".de40cash";12.020,80;0,00;0,00;"2022.09.29 13:47:43";29.09.2022;"13:47:43";12.038,00;"0.00";"0.00";0,00;1,20
21284995;"2022.09.29 13:06:15";29.09.2022;"13:06:15";"buy";0,03;".de40cash";12.001,80;0,00;0,00;"2022.09.29 13:07:13";29.09.2022;"13:07:13";11.990,40;"0.00";"0.00";0,00;-0,34
21285384;"2022.09.29 13:08:05";29.09.2022;"13:08:05";"buy";0,07;".de40cash";11.994,70;0,00;0,00;"2022.09.29 13:46:18";29.09.2022;"13:46:18";12.031,80;"0.00";"0.00";0,00;2,60
21287305;"2022.09.29 14:00:08";29.09.2022;"14:00:08";"buy";0,03;".de40cash";12.033,50;0,00;0,00;"2022.09.29 14:01:34";29.09.2022;"14:01:34";12.037,30;"0.00";"0.00";0,00;0,11
21287709;"2022.09.29 14:02:09";29.09.2022;"14:02:09";"buy";0,03;".de40cash";12.033,00;0,00;0,00;"2022.09.29 14:02:39";29.09.2022;"14:02:39";12.035,30;"0.00";"0.00";0,00;0,07
21288049;"2022.09.29 14:03:22";29.09.2022;"14:03:22";"buy";0,03;".de40cash";12.032,00;0,00;0,00;"2022.09.29 14:04:08";29.09.2022;"14:04:08";12.036,90;"0.00";"0.00";0,00;0,15
21288552;"2022.09.29 14:09:46";29.09.2022;"14:09:46";"buy";0,03;".de40cash";12.029,50;0,00;0,00;"2022.09.29 14:10:04";29.09.2022;"14:10:04";12.039,90;"0.00";"0.00";0,00;0,31
21288927;"2022.09.29 14:12:19";29.09.2022;"14:12:19";"buy";0,03;".de40cash";12.039,50;0,00;0,00;"2022.09.29 14:12:38";29.09.2022;"14:12:38";12.041,00;"0.00";"0.00";0,00;0,05
21291267;"2022.09.29 15:02:11";29.09.2022;"15:02:11";"sell";0,03;".de40cash";11.987,70;0,00;0,00;"2022.09.29 15:05:37";29.09.2022;"15:05:37";11.984,70;"0.00";"0.00";0,00;0,09
21292685;"2022.09.29 15:25:31";29.09.2022;"15:25:31";"buy";0,03;".de40cash";12.017,20;0,00;0,00;"2022.09.29 15:26:52";29.09.2022;"15:26:52";12.021,00;"0.00";"0.00";0,00;0,11
21293611;"2022.09.29 15:31:46";29.09.2022;"15:31:46";"sell";0,03;".de40cash";12.007,30;0,00;0,00;"2022.09.29 15:32:25";29.09.2022;"15:32:25";12.006,70;"0.00";"0.00";0,00;0,02
21293947;"2022.09.29 15:31:57";29.09.2022;"15:31:57";"sell";0,03;".de40cash";12.016,30;0,00;0,00;"2022.09.29 15:32:20";29.09.2022;"15:32:20";12.006,50;"0.00";"0.00";0,00;0,29
21294526;"2022.09.29 15:35:03";29.09.2022;"15:35:03";"buy";0,03;".de40cash";11.966,50;0,00;0,00;"2022.09.29 15:38:45";29.09.2022;"15:38:45";11.971,00;"0.00";"0.00";0,00;0,14
21306588;"2022.09.29 18:25:42";29.09.2022;"18:25:42";"buy";0,03;".de40cash";11.955,50;0,00;0,00;"2022.09.29 18:32:18";29.09.2022;"18:32:18";11.965,30;"0.00";"0.00";0,00;0,29
21325778;"2022.09.30 09:30:41";30.09.2022;"09:30:41";"sell";0,03;".de40cash";11.985,10;0,00;0,00;"2022.09.30 09:52:08";30.09.2022;"09:52:08";12.033,70;"0.00";"0.00";0,00;-1,46
21326697;"2022.09.30 09:47:58";30.09.2022;"09:47:58";"sell";0,03;".de40cash";12.021,30;0,00;0,00;"2022.09.30 09:52:05";30.09.2022;"09:52:05";12.032,60;"0.00";"0.00";0,00;-0,34
21327149;"2022.09.30 09:52:22";30.09.2022;"09:52:22";"buy";0,05;".de40cash";12.038,00;0,00;0,00;"2022.09.30 10:06:31";30.09.2022;"10:06:31";12.070,40;"0.00";"0.00";0,00;1,62
21328514;"2022.09.30 10:08:05";30.09.2022;"10:08:05";"buy";0,03;".de40cash";12.068,90;0,00;0,00;"2022.09.30 10:09:34";30.09.2022;"10:09:34";12.075,60;"0.00";"0.00";0,00;0,20
21329965;"2022.09.30 10:26:35";30.09.2022;"10:26:35";"buy";0,03;".de40cash";12.103,40;0,00;0,00;"2022.09.30 10:27:59";30.09.2022;"10:27:59";12.105,90;"0.00";"0.00";0,00;0,08
21332791;"2022.09.30 11:05:08";30.09.2022;"11:05:08";"sell";0,03;".de40cash";12.110,10;0,00;0,00;"2022.09.30 11:05:45";30.09.2022;"11:05:45";12.103,20;"0.00";"0.00";0,00;0,21
21333818;"2022.09.30 11:17:48";30.09.2022;"11:17:48";"buy";0,03;".de40cash";12.120,50;0,00;0,00;"2022.09.30 11:31:26";30.09.2022;"11:31:26";12.120,80;"0.00";"0.00";0,00;0,01
21336021;"2022.09.30 11:53:33";30.09.2022;"11:53:33";"sell";0,03;".de40cash";12.121,40;0,00;0,00;"2022.09.30 11:57:13";30.09.2022;"11:57:13";12.104,60;"0.00";"0.00";0,00;0,50
21339906;"2022.09.30 13:18:23";30.09.2022;"13:18:23";"buy";0,03;".de40cash";12.069,20;0,00;0,00;"2022.09.30 13:28:49";30.09.2022;"13:28:49";12.070,90;"0.00";"0.00";0,00;0,05
21340358;"2022.09.30 13:20:52";30.09.2022;"13:20:52";"buy";0,03;".de40cash";12.053,10;0,00;0,00;"2022.09.30 13:28:44";30.09.2022;"13:28:44";12.069,80;"0.00";"0.00";0,00;0,50
21342118;"2022.09.30 13:49:02";30.09.2022;"13:49:02";"sell";0,03;".de40cash";12.020,40;0,00;0,00;"2022.09.30 13:52:38";30.09.2022;"13:52:38";12.008,10;"0.00";"0.00";0,00;0,37
21379644;"2022.10.03 09:09:46";03.10.2022;"09:09:46";"buy";0,03;".de40cash";12.004,00;0,00;0,00;"2022.10.03 10:00:36";03.10.2022;"10:00:36";11.938,30;"0.00";"0.00";0,00;-1,97
21380146;"2022.10.03 09:14:12";03.10.2022;"09:14:12";"buy";0,03;".de40cash";11.991,30;0,00;0,00;"2022.10.03 10:00:36";03.10.2022;"10:00:36";11.938,80;"0.00";"0.00";0,00;-1,58
21380785;"2022.10.03 09:21:08";03.10.2022;"09:21:08";"buy";0,03;".de40cash";11.981,10;0,00;0,00;"2022.10.03 10:00:36";03.10.2022;"10:00:36";11.938,30;"0.00";"0.00";0,00;-1,28
21381593;"2022.10.03 09:31:02";03.10.2022;"09:31:02";"buy";0,03;".de40cash";11.965,00;0,00;0,00;"2022.10.03 10:00:35";03.10.2022;"10:00:35";11.938,80;"0.00";"0.00";0,00;-0,79
21382127;"2022.10.03 09:35:55";03.10.2022;"09:35:55";"buy";0,03;".de40cash";11.952,20;0,00;0,00;"2022.10.03 09:54:48";03.10.2022;"09:54:48";11.979,50;"0.00";"0.00";0,00;0,82
21384023;"2022.10.03 10:00:45";03.10.2022;"10:00:45";"sell";0,13;".de40cash";11.931,30;0,00;0,00;"2022.10.03 10:10:24";03.10.2022;"10:10:24";11.919,50;"0.00";"0.00";0,00;1,53
21385097;"2022.10.03 10:07:52";03.10.2022;"10:07:52";"sell";0,13;".de40cash";11.979,10;0,00;0,00;"2022.10.03 10:09:07";03.10.2022;"10:09:07";11.952,00;"0.00";"0.00";0,00;3,52
21386412;"2022.10.03 10:13:20";03.10.2022;"10:13:20";"sell";0,03;".de40cash";11.901,80;0,00;0,00;"2022.10.03 11:05:50";03.10.2022;"11:05:50";11.914,40;"0.00";"0.00";0,00;-0,38
21386808;"2022.10.03 10:14:21";03.10.2022;"10:14:21";"sell";0,03;".de40cash";11.930,30;0,00;0,00;"2022.10.03 11:05:44";03.10.2022;"11:05:44";11.913,70;"0.00";"0.00";0,00;0,50
21387417;"2022.10.03 10:17:24";03.10.2022;"10:17:24";"sell";0,03;".de40cash";11.973,20;0,00;0,00;"2022.10.03 10:38:05";03.10.2022;"10:38:05";11.938,00;"0.00";"0.00";0,00;1,06
21388440;"2022.10.03 10:25:16";03.10.2022;"10:25:16";"sell";0,07;".de40cash";11.990,20;0,00;0,00;"2022.10.03 10:34:33";03.10.2022;"10:34:33";11.963,90;"0.00";"0.00";0,00;1,84
21392026;"2022.10.03 11:25:19";03.10.2022;"11:25:19";"sell";0,03;".de40cash";11.941,50;0,00;0,00;"2022.10.03 11:26:56";03.10.2022;"11:26:56";11.938,50;"0.00";"0.00";0,00;0,09
21392399;"2022.10.03 11:28:28";03.10.2022;"11:28:28";"buy";0,03;".de40cash";11.934,00;0,00;0,00;"2022.10.03 11:28:55";03.10.2022;"11:28:55";11.936,70;"0.00";"0.00";0,00;0,08
21393193;"2022.10.03 11:34:11";03.10.2022;"11:34:11";"sell";0,03;".de40cash";11.952,20;0,00;0,00;"2022.10.03 11:34:20";03.10.2022;"11:34:20";11.947,60;"0.00";"0.00";0,00;0,14
21393797;"2022.10.03 11:36:24";03.10.2022;"11:36:24";"sell";0,03;".de40cash";11.954,30;0,00;0,00;"2022.10.03 11:36:34";03.10.2022;"11:36:34";11.947,20;"0.00";"0.00";0,00;0,21
21397874;"2022.10.03 12:50:17";03.10.2022;"12:50:17";"sell";0,03;".de40cash";12.000,80;0,00;0,00;"2022.10.03 12:51:57";03.10.2022;"12:51:57";11.991,50;"0.00";"0.00";0,00;0,28
21398537;"2022.10.03 12:54:04";03.10.2022;"12:54:04";"sell";0,03;".de40cash";12.003,90;0,00;0,00;"2022.10.03 13:14:43";03.10.2022;"13:14:43";12.008,50;"0.00";"0.00";0,00;-0,14
21399899;"2022.10.03 13:12:41";03.10.2022;"13:12:41";"sell";0,03;".de40cash";12.023,80;0,00;0,00;"2022.10.03 13:14:40";03.10.2022;"13:14:40";12.008,50;"0.00";"0.00";0,00;0,46
21403532;"2022.10.03 14:56:41";03.10.2022;"14:56:41";"sell";0,03;".de40cash";12.064,50;0,00;0,00;"2022.10.03 14:57:06";03.10.2022;"14:57:06";12.059,90;"0.00";"0.00";0,00;0,14
21404901;"2022.10.03 15:15:21";03.10.2022;"15:15:21";"sell";0,03;".de40cash";12.082,50;0,00;0,00;"2022.10.03 15:16:29";03.10.2022;"15:16:29";12.078,20;"0.00";"0.00";0,00;0,13
21405544;"2022.10.03 15:20:45";03.10.2022;"15:20:45";"buy";0,03;".de40cash";12.074,50;0,00;0,00;"2022.10.03 15:21:00";03.10.2022;"15:21:00";12.082,00;"0.00";"0.00";0,00;0,23
21411034;"2022.10.03 16:26:33";03.10.2022;"16:26:33";"sell";0,03;".de40cash";12.132,20;0,00;0,00;"2022.10.03 16:34:43";03.10.2022;"16:34:43";12.122,20;"0.00";"0.00";0,00;0,30
21412543;"2022.10.03 16:42:40";03.10.2022;"16:42:40";"sell";0,03;".de40cash";12.119,80;0,00;0,00;"2022.10.03 16:44:35";03.10.2022;"16:44:35";12.128,40;"0.00";"0.00";0,00;-0,26
21413028;"2022.10.03 16:46:24";03.10.2022;"16:46:24";"sell";0,03;".de40cash";12.148,20;0,00;0,00;"2022.10.03 16:54:29";03.10.2022;"16:54:29";12.128,00;"0.00";"0.00";0,00;0,61
21414696;"2022.10.03 17:01:08";03.10.2022;"17:01:08";"sell";0,03;".de40cash";12.146,80;0,00;0,00;"2022.10.03 17:02:31";03.10.2022;"17:02:31";12.172,00;"0.00";"0.00";0,00;-0,76
21415162;"2022.10.03 17:02:45";03.10.2022;"17:02:45";"sell";0,03;".de40cash";12.169,40;0,00;0,00;"2022.10.03 17:09:00";03.10.2022;"17:09:00";12.199,60;"0.00";"0.00";0,00;-0,91
21415806;"2022.10.03 17:06:24";03.10.2022;"17:06:24";"sell";0,03;".de40cash";12.180,20;0,00;0,00;"2022.10.03 17:09:00";03.10.2022;"17:09:00";12.199,60;"0.00";"0.00";0,00;-0,58
21416488;"2022.10.03 17:08:49";03.10.2022;"17:08:49";"sell";0,03;".de40cash";12.195,30;0,00;0,00;"2022.10.03 17:09:00";03.10.2022;"17:09:00";12.199,60;"0.00";"0.00";0,00;-0,13
21416826;"2022.10.03 17:09:01";03.10.2022;"17:09:01";"buy";0,05;".de40cash";12.201,50;0,00;0,00;"2022.10.03 17:56:05";03.10.2022;"17:56:05";12.208,00;"0.00";"0.00";0,00;0,33
21417236;"2022.10.03 17:09:34";03.10.2022;"17:09:34";"buy";0,03;".de40cash";12.190,50;0,00;0,00;"2022.10.03 17:23:09";03.10.2022;"17:23:09";12.201,80;"0.00";"0.00";0,00;0,34
21418208;"2022.10.03 17:17:40";03.10.2022;"17:17:40";"buy";0,07;".de40cash";12.183,50;0,00;0,00;"2022.10.03 17:19:44";03.10.2022;"17:19:44";12.199,60;"0.00";"0.00";0,00;1,13
21418540;"2022.10.03 17:18:00";03.10.2022;"17:18:00";"buy";0,03;".de40cash";12.174,80;0,00;0,00;"2022.10.03 17:22:49";03.10.2022;"17:22:49";12.201,60;"0.00";"0.00";0,00;0,80
21420748;"2022.10.03 17:38:24";03.10.2022;"17:38:24";"buy";0,03;".de40cash";12.189,50;0,00;0,00;"2022.10.03 17:40:36";03.10.2022;"17:40:36";12.195,80;"0.00";"0.00";0,00;0,19
21421317;"2022.10.03 17:43:33";03.10.2022;"17:43:33";"buy";0,03;".de40cash";12.181,30;0,00;0,00;"2022.10.03 17:45:12";03.10.2022;"17:45:12";12.195,60;"0.00";"0.00";0,00;0,43
21422261;"2022.10.03 17:52:24";03.10.2022;"17:52:24";"buy";0,03;".de40cash";12.190,20;0,00;0,00;"2022.10.03 17:53:54";03.10.2022;"17:53:54";12.193,80;"0.00";"0.00";0,00;0,11
21423267;"2022.10.03 18:02:19";03.10.2022;"18:02:19";"buy";0,03;".de40cash";12.192,50;0,00;0,00;"2022.10.03 18:03:03";03.10.2022;"18:03:03";12.194,70;"0.00";"0.00";0,00;0,07
21423965;"2022.10.03 18:10:07";03.10.2022;"18:10:07";"sell";0,03;".de40cash";12.209,40;0,00;0,00;"2022.10.03 18:10:34";03.10.2022;"18:10:34";12.215,50;"0.00";"0.00";0,00;-0,18
21424546;"2022.10.03 18:12:39";03.10.2022;"18:12:39";"buy";0,03;".de40cash";12.192,20;0,00;0,00;"2022.10.03 18:14:16";03.10.2022;"18:14:16";12.200,10;"0.00";"0.00";0,00;0,24
21431585;"2022.10.03 21:19:04";03.10.2022;"21:19:04";"buy";0,03;".de40cash";12.222,50;0,00;0,00;"2022.10.03 21:19:51";03.10.2022;"21:19:51";12.223,80;"0.00";"0.00";0,00;0,04
21448144;"2022.10.04 10:12:46";04.10.2022;"10:12:46";"buy";0,03;".de40cash";12.411,70;0,00;0,00;"2022.10.04 10:25:09";04.10.2022;"10:25:09";12.430,60;"0.00";"0.00";0,00;0,57
21449902;"2022.10.04 10:27:30";04.10.2022;"10:27:30";"sell";0,03;".de40cash";12.416,10;0,00;0,00;"2022.10.04 10:30:06";04.10.2022;"10:30:06";12.405,10;"0.00";"0.00";0,00;0,33
21450601;"2022.10.04 10:35:48";04.10.2022;"10:35:48";"sell";0,03;".de40cash";12.416,60;0,00;0,00;"2022.10.04 10:39:19";04.10.2022;"10:39:19";12.418,40;"0.00";"0.00";0,00;-0,05
21451244;"2022.10.04 10:45:20";04.10.2022;"10:45:20";"sell";0,03;".de40cash";12.428,60;0,00;0,00;"2022.10.04 10:54:34";04.10.2022;"10:54:34";12.425,70;"0.00";"0.00";0,00;0,09
21451657;"2022.10.04 10:48:08";04.10.2022;"10:48:08";"sell";0,03;".de40cash";12.435,80;0,00;0,00;"2022.10.04 10:49:27";04.10.2022;"10:49:27";12.421,50;"0.00";"0.00";0,00;0,43
21452277;"2022.10.04 10:58:32";04.10.2022;"10:58:32";"sell";0,03;".de40cash";12.431,60;0,00;0,00;"2022.10.04 11:00:01";04.10.2022;"11:00:01";12.447,20;"0.00";"0.00";0,00;-0,47
21452808;"2022.10.04 11:00:05";04.10.2022;"11:00:05";"buy";0,03;".de40cash";12.452,20;0,00;0,00;"2022.10.04 11:08:51";04.10.2022;"11:08:51";12.480,00;"0.00";"0.00";0,00;0,83
21458170;"2022.10.04 12:58:23";04.10.2022;"12:58:23";"sell";0,03;".de40cash";12.555,40;0,00;0,00;"2022.10.04 12:58:32";04.10.2022;"12:58:32";12.554,40;"0.00";"0.00";0,00;0,03
21460366;"2022.10.04 13:41:19";04.10.2022;"13:41:19";"sell";0,03;".de40cash";12.579,00;0,00;0,00;"2022.10.04 13:42:43";04.10.2022;"13:42:43";12.578,80;"0.00";"0.00";0,00;0,01
21460745;"2022.10.04 13:44:00";04.10.2022;"13:44:00";"sell";0,03;".de40cash";12.580,60;0,00;0,00;"2022.10.04 13:47:54";04.10.2022;"13:47:54";12.576,80;"0.00";"0.00";0,00;0,11
